id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f1h_1 f0_104 f0_111 -13.59 13.59 142.26 0 0 0 6814 6781
f1h_2 f0_7 f0_143 4.12 -4.12 145.72 0 0 0 6824 6805
f1h_3 f0_11 f0_58 15.82 -15.82 137.07 0 0 0 6787 6785
f1h_4 f0_66 f0_136 -0.36 0.36 149.61 0 0 0 6802 6771
f1h_5 f0_137 f0_191 7.75 -7.75 150.78 0 0 0 6763 6746
f1h_6 f0_8 f0_161 3.39 -3.39 145.36 0 0 0 6830 6775
f1h_7 f0_15 f0_35 -0.4 0.4 144.76 0 0 0 6822 6829
f1h_8 f0_53 f0_168 7.24 -7.24 143.78 0 0 0 6803 6789
f1h_9 f0_108 f0_198 -1.61 1.61 148.88 0 0 0 6817 6844
f1h_10 f0_110 f0_172 4.7 -4.7 143.77 0 0 0 6772 6784
f1h_11 f0_126 f0_146 8.11 -8.11 148.46 0 0 0 6778 6738
f1h_12 f0_143 f0_186 13.35 -13.35 140.74 0 0 0 6798 6782
f1h_13 f0_14 f0_51 -3.99 3.99 145.19 0 0 0 6778 6800
f1h_14 f0_2 f0_126 -4.48 4.48 151.28 0 0 0 6807 6756
f1h_15 f0_15 f0_138 -11.57 11.57 141.01 0 0 0 6788 6758
f1h_16 f0_13 f0_87 -3.93 3.93 152.47 0 0 0 6857 6777
f1h_17 f0_76 f0_176 -11.5 11.5 146.83 0 0 0 6843 6815
f1h_18 f0_42 f0_72 2.66 -2.66 145.76 0 0 0 6751 6805
f1h_19 f0_4 f0_119 -10.48 10.48 146.38 0 0 0 6749 6817
f1h_20 f0_109 f0_143 -3.57 3.57 145.78 0 0 0 6734 6776
f1h_21 f0_2 f0_184 3.7 -3.7 151.67 0 0 0 6822 6835
f1h_22 f0_51 f0_128 1.3 -1.3 149.59 0 0 0 6772 6769
f1h_23 f0_87 f0_133 -4.13 4.13 146.67 0 0 0 6846 6831
f1h_24 f0_149 f0_156 -11.75 11.75 147.21 0 0 0 6790 6804
f1h_25 f0_61 f0_96 -5.7 5.7 139.06 0 0 0 6781 6772
f1h_26 f0_7 f0_77 -2.63 2.63 150.83 0 0 0 6856 6773
f1h_27 f0_188 f0_194 -7.93 7.93 140.45 0 0 0 6791 6829
f1h_28 f0_31 f0_101 0.88 -0.88 148.63 0 0 0 6788 6782
f1h_29 f0_22 f0_142 -2.14 2.14 152.48 0 0 0 6877 6825
