id parent1 parent2 LLRparent1 LLRparent2 LLRpair OHparent1 OHparent2 MEpair SNPd.id.parent1 SNPd.id.parent2
f0_14 f1h_108 f1h_418 0.29 -0.29 1.05 0 0 3 374 369
f0_528 f1w_383 f1w_417 -0.35 0.35 -0.29 0 0 3 370 369
f1h_1 f0_32 f0_145 1.09 -1.09 7.01 0 0 0 370 377
f1h_2 f0_88 f0_192 -1.4 1.4 6.75 0 0 0 375 371
f1h_3 f0_131 f0_156 -0.76 0.76 7.52 0 0 0 378 380
f1h_4 f0_10 f0_148 1.42 -1.42 8.07 0 0 0 382 383
f1h_5 f0_23 f0_110 -2.52 2.52 4.11 0 0 0 364 369
f1h_6 f0_72 f0_90 -0.29 0.29 8.88 0 0 0 364 374
f1h_7 f0_50 f0_167 -2.43 2.43 5.29 0 0 0 373 361
f1h_8 f0_117 f0_161 -1.17 1.17 7 0 0 0 372 373
f1h_9 f0_142 f0_151 -0.62 0.62 7.73 0 0 0 367 367
f1h_10 f0_40 f0_115 -2.04 2.04 5.94 0 0 0 366 365
f1h_11 f0_143 f0_183 2.65 -2.65 6.79 0 0 0 363 367
f1h_12 f0_84 f0_197 0.12 -0.12 8.19 0 0 0 364 368
f1h_13 f0_27 f0_134 -0.52 0.52 7.87 0 0 0 378 382
f1h_14 f0_113 f0_171 -3.2 3.2 7.59 0 0 0 366 369
f1h_15 f0_57 f0_75 -0.25 0.25 7.49 0 0 0 375 371
f1h_16 f0_113 f0_146 -3.45 3.45 6.34 0 0 0 371 369
f1h_17 f0_41 f0_93 1.02 -1.02 5.79 0 0 0 360 372
f1h_18 f0_111 f0_182 0.74 -0.74 8.39 0 0 0 365 367
f1h_19 f0_99 f0_173 0.08 -0.08 8.25 0 0 0 377 369
f1h_20 f0_61 f0_66 1 -1 6.53 0 0 0 365 372
f1h_21 f0_43 f0_199 0.26 -0.26 6.47 0 0 0 368 371
f1h_22 f0_97 f0_139 -0.51 0.51 7.63 0 0 0 370 361
f1h_23 f0_75 f0_117 0.04 -0.04 7.11 0 0 0 363 363
f1h_24 f0_28 f0_43 1.13 -1.13 7.35 0 0 0 359 357
f1h_25 f0_25 f0_92 2.88 -2.88 7.99 0 0 0 371 366
f1h_26 f0_31 f0_56 -1.83 1.83 6.39 0 0 0 380 369
f1h_27 f0_86 f0_148 0.08 -0.08 8.42 0 0 0 378 382
f1h_28 f0_88 f0_154 -0.61 0.61 6.8 0 0 0 377 374
f1h_29 f0_23 f0_166 -1.46 1.46 5.94 0 0 0 371 368
f1h_30 f0_86 f0_175 0.2 -0.2 8.82 0 0 0 371 374
f1h_31 f0_148 f0_193 0 0 8.67 0 0 0 372 363
f1h_32 f0_44 f0_168 -1.2 1.2 7.26 0 0 0 377 375
f1h_33 f0_144 f0_166 -1.85 1.85 6.42 0 0 0 376 370
f1h_34 f0_87 f0_167 -0.95 0.95 7.07 0 0 0 383 369
f1h_35 f0_62 f0_77 2.59 -2.59 6.81 0 0 0 360 368
f1h_36 f0_146 f0_188 2.39 -2.39 6.92 0 0 0 372 365
f1h_37 f0_6 f0_165 1.66 -1.66 7.08 0 0 0 367 381
f1h_38 f0_9 f0_53 1.52 -1.52 7.12 0 0 0 373 369
f1h_39 f0_5 f0_191 2.34 -2.34 6.48 0 0 0 376 371
f1h_40 f0_63 f0_77 0.88 -0.88 8.67 0 0 0 378 374
f1h_41 f0_38 f0_128 -0.44 0.44 7.63 0 0 0 375 376
f1h_42 f0_29 f0_179 0.7 -0.7 7.79 0 0 0 368 382
f1h_43 f0_38 f0_139 -1.39 1.39 5.99 0 0 0 362 360
f1h_44 f0_37 f0_150 -2.23 2.23 5.12 0 0 0 372 371
f1h_45 f0_107 f0_195 -2.21 2.21 6.68 0 0 0 369 373
f1h_46 f0_60 f0_163 1.7 -1.7 6.04 0 0 0 381 372
f1h_47 f0_96 f0_200 -0.07 0.07 7.56 0 0 0 364 368
f1h_48 f0_61 f0_194 0.33 -0.33 7.96 0 0 0 364 369
f1h_49 f0_7 f0_88 -1.19 1.19 7.69 0 0 0 363 367
f1h_50 f0_29 f0_85 0.38 -0.38 7.74 0 0 0 374 385
f1h_51 f0_2 f0_20 -1.89 1.89 7.54 0 0 0 367 362
f1h_52 f0_12 f0_118 0.63 -0.63 7.08 0 0 0 365 369
f1h_53 f0_43 f0_169 -0.74 0.74 7.19 0 0 0 365 362
f1h_54 f0_67 f0_68 1.59 -1.59 5.31 0 0 0 377 380
f1h_55 f0_18 f0_66 0 0 7.75 0 0 0 363 368
f1h_56 f0_54 f0_164 0.04 -0.04 7.52 0 0 0 369 369
f1h_57 f0_109 f0_158 1.34 -1.34 6.89 0 0 0 382 375
f1h_58 f0_50 f0_180 -0.13 0.13 7.6 0 0 0 369 367
f1h_59 f0_73 f0_78 0.33 -0.33 7.81 0 0 0 375 383
f1h_60 f0_33 f0_157 -0.26 0.26 6.67 0 0 0 370 369
f1h_61 f0_122 f0_131 -0.36 0.36 7.3 0 0 0 361 366
f1h_62 f0_126 f0_150 1.23 -1.23 5.45 0 0 0 375 369
f1h_63 f0_113 f0_178 -0.03 0.03 6.32 0 0 0 369 364
f1h_64 f0_2 f0_34 -1.98 1.98 6.57 0 0 0 373 376
f1h_65 f0_5 f0_21 1.51 -1.51 6.97 0 0 0 378 378
f1h_66 f0_68 f0_97 0.12 -0.12 7.92 0 0 0 380 376
f1h_67 f0_100 f0_136 1.03 -1.03 7.7 0 0 0 374 371
f1h_68 f0_97 f0_145 -1.41 1.41 7.2 0 0 0 375 373
f1h_69 f0_12 f0_66 0.93 -0.93 7.66 0 0 0 364 372
f1h_70 f0_115 f0_119 -0.94 0.94 7.43 0 0 0 369 364
f1h_71 f0_139 f0_181 -0.57 0.57 8.27 0 0 0 370 369
f1h_72 f0_85 f0_106 0.74 -0.74 7.28 0 0 0 373 373
f1h_73 f0_67 f0_108 -3.03 3.03 6.16 0 0 0 378 379
f1h_73 f0_67 f2_362 1.05 -1.05 0.83 0 0 3 378 376
f1h_74 f0_18 f0_155 -1.35 1.35 6.01 0 0 0 356 357
f1h_75 f0_45 f0_161 0.51 -0.51 7.11 0 0 0 380 373
f1h_76 f0_10 f0_174 -2.22 2.22 7.16 0 0 0 380 373
f1h_77 f0_23 f0_109 -1.43 1.43 6.76 0 0 0 370 379
f1h_78 f0_93 f0_126 0.69 -0.69 7.84 0 0 0 377 377
f1h_79 f0_32 f0_37 -0.25 0.25 7.32 0 0 0 368 373
f1h_80 f0_86 f0_177 1.95 -1.95 5.93 0 0 0 373 365
f1h_81 f0_163 f0_189 1.28 -1.28 6.43 0 0 0 370 367
f1h_82 f0_18 f0_161 -0.41 0.41 6.62 0 0 0 369 374
f1h_83 f0_5 f0_91 1.22 -1.22 6.58 0 0 0 368 371
f1h_84 f0_42 f0_125 1.02 -1.02 6.9 0 0 0 365 367
f1h_85 f0_113 f0_142 1.38 -1.38 7.3 0 0 0 370 372
f1h_86 f0_56 f0_128 0.31 -0.31 8.52 0 0 0 370 373
f1h_87 f0_56 f0_116 2.17 -2.17 5.51 0 0 0 364 362
f1h_88 f0_41 f0_52 0.63 -0.63 6.96 0 0 0 363 371
f1h_89 f0_1 f0_142 -2.39 2.39 7.41 0 0 0 370 376
f1h_90 f0_105 f0_118 -2.03 2.03 5.94 0 0 0 370 361
f1h_91 f0_166 f0_178 0.13 -0.13 8.55 0 0 0 366 361
f1h_92 f0_136 f0_149 1.08 -1.08 7.55 0 0 0 368 379
f1h_93 f0_79 f0_126 1.04 -1.04 7.55 0 0 0 364 373
f1h_94 f0_128 f0_149 1.93 -1.93 6.79 0 0 0 369 382
f1h_95 f0_75 f0_183 1.32 -1.32 6.77 0 0 0 371 376
f1h_95 f0_183 f2_616 0.17 -0.17 0.54 0 0 3 376 369
f1h_96 f0_125 f0_159 0.91 -0.91 7.68 0 0 0 372 372
f1h_97 f0_77 f0_182 0.86 -0.86 8.25 0 0 0 368 370
f1h_98 f0_90 f0_111 -1.77 1.77 7.01 0 0 0 377 369
f1h_99 f0_138 f0_172 -0.69 0.69 7.67 0 0 0 383 374
f1h_100 f0_128 f0_165 0.52 -0.52 7.15 0 0 0 371 376
f1h_101 f0_52 f0_150 1.69 -1.69 6.5 0 0 0 369 371
f1h_102 f0_8 f0_165 2.32 -2.32 6.59 0 0 0 373 375
f1h_103 f0_100 f0_176 0.01 -0.01 7.78 0 0 0 370 373
f1h_104 f0_54 f0_62 -0.3 0.3 6.99 0 0 0 370 367
f1h_105 f0_179 f0_200 -1.2 1.2 7.09 0 0 0 377 373
f1h_106 f0_53 f0_182 0.2 -0.2 8.28 0 0 0 374 379
f1h_107 f0_21 f0_50 -0.44 0.44 5.32 0 0 0 375 377
f1h_108 f0_14 f0_179 -1.8 1.8 6.42 0 0 0 374 376
f1h_109 f0_36 f0_150 -0.17 0.17 7.82 0 0 0 367 362
f1h_110 f0_23 f0_42 2.95 -2.95 5.94 0 0 0 364 367
f1h_111 f0_2 f0_17 -2.21 2.21 6.45 0 0 0 376 371
f1h_112 f0_82 f0_100 -0.8 0.8 7.36 0 0 0 380 382
f1h_113 f0_71 f0_148 3.72 -3.72 4.95 0 0 0 367 373
f1h_113 f0_148 f2_949 -0.77 0.77 2.5 0 0 2 373 364
f1h_114 f0_45 f0_158 -0.47 0.47 7.32 0 0 0 370 369
f1h_115 f0_3 f0_103 2.88 -2.88 6.82 0 0 0 361 376
